,volume,market_cap,high,low,close,open,date
0,84113.426292,84113.426292,45200.0,40675.0,42810.57,44865.26,24-09-2021 17:00:00
1,48699.57655,48699.57655,44978.0,43069.09,44865.26,43546.37,23-09-2021 17:00:00
2,58349.05542,58349.05542,44000.55,40565.39,43543.61,40734.09,22-09-2021 17:00:00
3,84534.080485,84534.080485,43639.0,39600.0,40734.38,43016.64,21-09-2021 17:00:00
4,78003.524443,78003.524443,47347.25,42500.0,43015.62,47241.75,20-09-2021 17:00:00
5,29847.24349,29847.24349,48372.83,46829.18,47241.75,48292.75,19-09-2021 17:00:00
6,30906.47038,30906.47038,48843.2,47035.56,48292.74,47299.98,18-09-2021 17:00:00
7,34461.92776,34461.92776,48150.0,46699.56,47299.98,47737.81,17-09-2021 17:00:00
8,40725.08895,40725.08895,48557.0,47021.1,47737.82,48121.4,16-09-2021 17:00:00
9,43204.71174,43204.71174,48500.0,46682.32,48121.41,47103.28,15-09-2021 17:00:00
10,44855.85099,44855.85099,47250.0,44594.44,47111.52,44940.72,14-09-2021 17:00:00
11,44855.85099,44855.85099,47250.0,44594.44,47111.52,44940.72,14-09-2021 17:00:00
12,65429.15056,65429.15056,46880.0,43370.0,44940.73,46025.23,13-09-2021 17:00:00
13,65429.15056,65429.15056,46880.0,43370.0,44940.73,46025.23,13-09-2021 17:00:00
14,32094.28052,32094.28052,46460.0,44742.06,46025.24,45173.68,12-09-2021 17:00:00
15,32094.28052,32094.28052,46460.0,44742.06,46025.24,45173.68,12-09-2021 17:00:00
16,30440.4081,30440.4081,45987.93,44722.22,45173.69,44842.2,11-09-2021 17:00:00
17,30440.4081,30440.4081,45987.93,44722.22,45173.69,44842.2,11-09-2021 17:00:00
18,49048.26618,49048.26618,47033.0,44132.29,44850.91,46395.14,10-09-2021 17:00:00
19,49048.26618,49048.26618,47033.0,44132.29,44850.91,46395.14,10-09-2021 17:00:00
20,50651.66002,50651.66002,47399.97,45513.08,46395.14,46048.31,09-09-2021 17:00:00
21,50651.66002,50651.66002,47399.97,45513.08,46395.14,46048.31,09-09-2021 17:00:00
22,65069.3152,65069.3152,47340.99,44412.02,46048.31,46868.57,08-09-2021 17:00:00
23,65069.3152,65069.3152,47340.99,44412.02,46048.31,46868.57,08-09-2021 17:00:00
24,123048.802719,123048.802719,52920.0,42843.05,46863.73,52666.2,07-09-2021 17:00:00
25,123048.802719,123048.802719,52920.0,42843.05,46863.73,52666.2,07-09-2021 17:00:00
26,49249.667081,49249.667081,52780.0,50969.33,52663.9,51756.88,06-09-2021 17:00:00
27,49249.667081,49249.667081,52780.0,50969.33,52663.9,51756.88,06-09-2021 17:00:00
28,40544.835873,40544.835873,51900.0,49450.0,51756.88,49917.54,05-09-2021 17:00:00
29,40544.835873,40544.835873,51900.0,49450.0,51756.88,49917.54,05-09-2021 17:00:00
30,34664.65959,34664.65959,50535.69,49370.0,49915.64,49998.0,04-09-2021 17:00:00
31,34664.65959,34664.65959,50535.69,49370.0,49915.64,49998.0,04-09-2021 17:00:00
32,59025.644157,59025.644157,51000.0,48316.84,49999.14,49246.63,03-09-2021 17:00:00
33,59025.644157,59025.644157,51000.0,48316.84,49999.14,49246.63,03-09-2021 17:00:00
34,54410.770538,54410.770538,50450.13,48584.06,49246.64,48810.51,02-09-2021 17:00:00
35,54410.770538,54410.770538,50450.13,48584.06,49246.64,48810.51,02-09-2021 17:00:00
36,49904.65528,49904.65528,49156.0,46512.0,48810.52,47100.89,01-09-2021 17:00:00
37,48645.52737,48645.52737,48246.11,46700.0,47100.89,46982.91,31-08-2021 17:00:00
38,40288.35083,40288.35083,48888.61,46853.0,46982.91,48767.84,30-08-2021 17:00:00
39,32652.283473,32652.283473,49632.27,47762.54,48767.83,48895.35,29-08-2021 17:00:00
40,26681.063786,26681.063786,49299.0,48346.88,48895.35,49069.9,28-08-2021 17:00:00
41,42068.104965,42068.104965,49149.93,46348.0,49069.9,46843.86,27-08-2021 17:00:00
42,49371.277774,49371.277774,49352.84,46250.0,46843.87,48973.32,26-08-2021 17:00:00
43,44655.830342,44655.830342,49264.3,47126.28,48973.32,47674.01,25-08-2021 17:00:00
44,51014.594748,51014.594748,49860.0,47600.0,47674.01,49488.85,24-08-2021 17:00:00
45,52462.541954,52462.541954,50500.0,49029.0,49488.85,49239.22,23-08-2021 17:00:00
46,37007.887795,37007.887795,49500.0,48050.0,49239.22,48821.88,22-08-2021 17:00:00
47,46745.136584,46745.136584,49757.04,48222.0,48821.87,49322.47,21-08-2021 17:00:00
