,Date,Close,log_diff,target
0,1/1/2020,0.03332608927,,0
1,1/2/2020,0.03262215606,-0.02134886053358631,0
2,1/3/2020,0.03409326592,0.04410819316718362,1
3,1/4/2020,0.03435701734,0.007706402742463148,1
4,1/5/2020,0.03448738972,0.003787454679756941,1
5,1/6/2020,0.0371736572,0.075006628786773,1
6,1/7/2020,0.03696021111,-0.00575841203692562,0
7,1/8/2020,0.036195471,-0.02090795810030377,0
8,1/9/2020,0.03603800364,-0.004359962198403622,0
9,1/10/2020,0.0368514765,0.02232164736614317,1
10,1/11/2020,0.03671203461,-0.0037910658396511643,0
11,1/12/2020,0.03774110811,0.02764528135896782,1
12,1/13/2020,0.03677546108,-0.025919096920272278,0
13,1/14/2020,0.04156107946,0.12233333515166223,1
14,1/15/2020,0.04254995262,0.023514602079286906,1
15,1/16/2020,0.04146620767,-0.025799918980989656,0
16,1/17/2020,0.04475039621,0.07622147601215801,1
17,1/18/2020,0.04481170411,0.0013690592193986717,1
18,1/19/2020,0.04191239676,-0.06688770919346432,0
19,1/20/2020,0.04367846648,0.04127357419938704,1
20,1/21/2020,0.04596031603,0.05092310639186737,1
21,1/22/2020,0.04553685007,-0.009256439333622968,0
22,1/23/2020,0.0430531774,-0.056085854468931995,0
23,1/24/2020,0.04485550854,0.04101036701650429,1
24,1/25/2020,0.04308846873,-0.04019098792265163,0
25,1/26/2020,0.04457428356,0.03390167648864928,1
26,1/27/2020,0.04768897592,0.06754316746180589,1
27,1/28/2020,0.05293067086,0.1042827018699386,1
28,1/29/2020,0.05324461833,0.005913774991551435,1
29,1/30/2020,0.0560534778,0.05140946050768669,1
30,1/31/2020,0.05377945398,-0.041414697820282065,0
31,2/1/2020,0.05599033011,0.040287501273430504,1
32,2/2/2020,0.05570878444,-0.0050411548450144394,0
33,2/3/2020,0.05691493452,0.021419931916278667,1
34,2/4/2020,0.0557592202,-0.020514994869908154,0
35,2/5/2020,0.05926921773,0.0610472958795687,1
36,2/6/2020,0.05980622934,0.009019747797921696,1
37,2/7/2020,0.05969252961,-0.0019029446884606394,0
38,2/8/2020,0.0600535379,0.006029582285862034,1
39,2/9/2020,0.06181069406,0.02883992984156336,1
40,2/10/2020,0.0601813666,-0.02671361305038822,0
41,2/11/2020,0.06360142222,0.05527305256062931,1
42,2/12/2020,0.068277396,0.07094292807066482,1
43,2/13/2020,0.06865282476,0.005483518519806996,1
44,2/14/2020,0.07082871901,0.031202275549994773,1
45,2/15/2020,0.06413762402,-0.09923340426183369,0
46,2/16/2020,0.06229402085,-0.02916570225196402,0
47,2/17/2020,0.06012845286,-0.035382292870458354,0
48,2/18/2020,0.06273546043,0.04244369006707416,1
49,2/19/2020,0.05736357864,-0.08951726140243821,0
50,2/20/2020,0.05813679135,0.01338912180272045,1
51,2/21/2020,0.0585347272,0.006821500191917629,1
52,2/22/2020,0.05819570722,-0.0058086125506955355,0
53,2/23/2020,0.06165379974,0.05772326886378654,1
54,2/24/2020,0.0589564939,-0.0447350814008729,0
55,2/25/2020,0.0562215675,-0.04749933374691695,0
56,2/26/2020,0.04912959883,-0.13483876595864386,0
57,2/27/2020,0.0496541652,0.01062059754330047,1
58,2/28/2020,0.04892960217,-0.01469970353792771,0
59,2/29/2020,0.04700797543,-0.0400652973589124,0
60,3/1/2020,0.0456780646,-0.028699081515649816,0
61,3/2/2020,0.04921566741,0.0745938202999521,1
62,3/3/2020,0.04864937415,-0.011573071886475716,0
63,3/4/2020,0.04901398645,0.0074667509239572105,1
64,3/5/2020,0.0509824201,0.03937517424258097,1
65,3/6/2020,0.05181691768,0.016235822704819824,1
66,3/7/2020,0.04880537436,-0.05987625496045279,0
67,3/8/2020,0.04284436209,-0.1302663738979839,0
68,3/9/2020,0.04150186708,-0.03183564712093068,0
69,3/10/2020,0.04137093184,-0.0031599113498228526,0
70,3/11/2020,0.03971446,-0.04086315163943066,0
71,3/12/2020,0.02335909851,-0.5307287870810424,0
72,3/13/2020,0.02846938158,0.19784261320772956,1
73,3/14/2020,0.02573892426,-0.10082477048773475,0
74,3/15/2020,0.02686627785,0.042867479901528505,1
75,3/16/2020,0.02420084045,-0.10448452675694986,0
76,3/17/2020,0.02579496276,0.06379186910649937,1
77,3/18/2020,0.02609726637,0.011651341056825526,1
78,3/19/2020,0.03034919051,0.15093927325938328,1
79,3/20/2020,0.02933059283,-0.03413875012554923,0
80,3/21/2020,0.02947871713,0.005037454557228926,1
81,3/22/2020,0.02698152056,-0.08851634177702383,0
82,3/23/2020,0.02929986444,0.08243068141536014,1
83,3/24/2020,0.03024272817,0.031672875112746635,1
84,3/25/2020,0.0294335316,-0.027121209457947604,0
85,3/26/2020,0.03087911526,0.04794551879343745,1
86,3/27/2020,0.028782117,-0.07032581705902441,0
87,3/28/2020,0.0297927813,0.03451186913153004,1
88,3/29/2020,0.02806897914,-0.0596011045642566,0
89,3/30/2020,0.02965176084,0.054856489853801094,1
90,3/31/2020,0.03044136546,0.02628087821041758,1
91,4/1/2020,0.03102641958,0.019036696635257755,1
92,4/2/2020,0.03190036411,0.02777833778512173,1
93,4/3/2020,0.03226840041,0.011471012053558827,1
94,4/4/2020,0.03249114223,0.00687906953303985,1
95,4/5/2020,0.0318551618,-0.019768070597867116,0
96,4/6/2020,0.0359757412,0.12164542093687958,1
97,4/7/2020,0.0351362196,-0.023612359890318846,0
98,4/8/2020,0.03639218466,0.03512154857942518,1
99,4/9/2020,0.03602934166,-0.010020391849451471,0
100,4/10/2020,0.03322113326,-0.0811474352073458,0
101,4/11/2020,0.03346889058,0.0074301505851734895,1
102,4/12/2020,0.03341336758,-0.0016603211160139963,0
103,4/13/2020,0.03318164723,-0.006959118061074854,0
104,4/14/2020,0.03311028534,-0.002152959336026772,0
105,4/15/2020,0.0317880961,-0.040752086235465335,0
106,4/16/2020,0.03436884182,0.07805850965668526,1
107,4/17/2020,0.03431734911,-0.001499361631486007,0
108,4/18/2020,0.03655956718,0.06329187664247415,1
109,4/19/2020,0.03548586216,-0.029808539749341723,0
110,4/20/2020,0.03391102536,-0.04539417477669083,0
111,4/21/2020,0.03453278976,0.018169107124453632,1
112,4/22/2020,0.03661026015,0.05841923259602044,1
113,4/23/2020,0.04086707463,0.10999618448486359,1
114,4/24/2020,0.04163758798,0.018678598942932112,1
115,4/25/2020,0.04220790474,0.013604203097572487,1
116,4/26/2020,0.0459726411,0.08543894124009155,1
117,4/27/2020,0.04656585336,0.012821051162042352,1
118,4/28/2020,0.04688906919,0.006917069960387767,1
119,4/29/2020,0.0514433871,0.0926973414302874,1
120,4/30/2020,0.04753424322,-0.0790315622024318,0
