,date,timestamp,close,target
0,18-09-2021 17:00:00,1631984400.0,48292.74,1
1,17-09-2021 17:00:00,1631898000.0,47299.98,0
2,16-09-2021 17:00:00,1631811600.0,47737.82,0
3,15-09-2021 17:00:00,1631725200.0,48121.41,1
4,14-09-2021 17:00:00,1631638800.0,47111.52,1
5,14-09-2021 17:00:00,1631638800.0,47111.52,1
6,13-09-2021 17:00:00,1631552400.0,44940.73,0
7,13-09-2021 17:00:00,1631552400.0,44940.73,0
8,12-09-2021 17:00:00,1631466000.0,46025.24,1
9,12-09-2021 17:00:00,1631466000.0,46025.24,1
10,11-09-2021 17:00:00,1631379600.0,45173.69,1
11,11-09-2021 17:00:00,1631379600.0,45173.69,1
12,10-09-2021 17:00:00,1631293200.0,44850.91,0
13,10-09-2021 17:00:00,1631293200.0,44850.91,0
14,09-09-2021 17:00:00,1631206800.0,46395.14,1
15,09-09-2021 17:00:00,1631206800.0,46395.14,1
16,08-09-2021 17:00:00,1631120400.0,46048.31,0
17,08-09-2021 17:00:00,1631120400.0,46048.31,0
18,07-09-2021 17:00:00,1631034000.0,46863.73,0
19,07-09-2021 17:00:00,1631034000.0,46863.73,0
20,06-09-2021 17:00:00,1630947600.0,52663.9,1
21,06-09-2021 17:00:00,1630947600.0,52663.9,1
22,05-09-2021 17:00:00,1630861200.0,51756.88,1
23,05-09-2021 17:00:00,1630861200.0,51756.88,1
24,04-09-2021 17:00:00,1630774800.0,49915.64,0
25,04-09-2021 17:00:00,1630774800.0,49915.64,0
26,03-09-2021 17:00:00,1630688400.0,49999.14,1
27,03-09-2021 17:00:00,1630688400.0,49999.14,1
28,02-09-2021 17:00:00,1630602000.0,49246.64,1
29,02-09-2021 17:00:00,1630602000.0,49246.64,1
30,01-09-2021 17:00:00,1630515600.0,48810.52,1
31,31-08-2021 17:00:00,1630429200.0,47100.89,1
32,30-08-2021 17:00:00,1630342800.0,46982.91,0
33,29-08-2021 17:00:00,1630256400.0,48767.83,0
34,28-08-2021 17:00:00,1630170000.0,48895.35,0
35,27-08-2021 17:00:00,1630083600.0,49069.9,1
36,26-08-2021 17:00:00,1629997200.0,46843.87,0
37,25-08-2021 17:00:00,1629910800.0,48973.32,1
38,24-08-2021 17:00:00,1629824400.0,47674.01,0
39,23-08-2021 17:00:00,1629738000.0,49488.85,1
40,22-08-2021 17:00:00,1629651600.0,49239.22,1
41,21-08-2021 17:00:00,1629565200.0,48821.87,0
42,20-08-2021 17:00:00,1629478800.0,49322.47,1
43,19-08-2021 17:00:00,1629392400.0,46760.62,1
44,18-08-2021 17:00:00,1629306000.0,44705.29,1
45,18-08-2021 17:00:00,1629306000.0,44705.29,1
46,17-08-2021 17:00:00,1629219600.0,44695.95,0
47,17-08-2021 17:00:00,1629219600.0,44695.95,0
48,16-08-2021 17:00:00,1629133200.0,45901.29,0
49,16-08-2021 17:00:00,1629133200.0,45901.29,0
