,Date,timestamp,Close,target,Unnamed: 0,date,close,target,VEC.timestamp,VEC.COINJOURNA.text_COUNT_last1days:bitcoin,VEC.COINJOURNA.text_last1days:bitcoin
17,18-1-2020 23:58:0,1579391880.0,0.04481170411,1,17.0,18-01-2020 17:00:00,8915.96,1.0,1579366800.0,0.0,[]
18,19-1-2020 23:58:0,1579478280.0,0.04191239676,0,18.0,19-01-2020 17:00:00,8701.7,0.0,1579453200.0,0.0,[]
19,20-1-2020 23:58:0,1579564680.0,0.04367846648,1,19.0,20-01-2020 17:00:00,8642.35,0.0,1579539600.0,0.0,[]
20,21-1-2020 23:58:0,1579651080.0,0.04596031603,1,20.0,21-01-2020 17:00:00,8736.03,1.0,1579626000.0,0.0,[]
21,22-1-2020 23:58:0,1579737480.0,0.04553685007,0,21.0,22-01-2020 17:00:00,8682.36,0.0,1579712400.0,0.0,[]
22,23-1-2020 23:58:0,1579823880.0,0.0430531774,0,22.0,23-01-2020 17:00:00,8404.52,0.0,1579798800.0,0.0,[]
23,24-1-2020 23:58:0,1579910280.0,0.04485550854,1,23.0,24-01-2020 17:00:00,8439.0,1.0,1579885200.0,0.0,[]
24,25-1-2020 23:58:0,1579996680.0,0.04308846873,0,24.0,25-01-2020 17:00:00,8340.58,0.0,1579971600.0,0.0,[]
25,26-1-2020 23:58:0,1580083080.0,0.04457428356,1,25.0,26-01-2020 17:00:00,8615.0,1.0,1580058000.0,0.0,[]
26,27-1-2020 23:58:0,1580169480.0,0.04768897592,1,26.0,27-01-2020 17:00:00,8907.57,1.0,1580144400.0,0.0,[]
27,28-1-2020 23:58:0,1580255880.0,0.05293067086,1,27.0,28-01-2020 17:00:00,9374.21,1.0,1580230800.0,0.0,[]
28,29-1-2020 23:58:0,1580342280.0,0.05324461833,1,28.0,29-01-2020 17:00:00,9301.53,0.0,1580317200.0,0.0,[]
29,30-1-2020 23:58:0,1580428680.0,0.0560534778,1,29.0,30-01-2020 17:00:00,9513.21,1.0,1580403600.0,0.0,[]
30,31-1-2020 23:58:0,1580515080.0,0.05377945398,0,30.0,31-01-2020 17:00:00,9352.89,0.0,1580490000.0,0.0,[]
31,1-2-2020 23:58:0,1580601480.0,0.05599033011,1,31.0,01-02-2020 17:00:00,9384.61,1.0,1580576400.0,0.0,[]
32,2-2-2020 23:58:0,1580687880.0,0.05570878444,0,32.0,02-02-2020 17:00:00,9331.51,0.0,1580662800.0,0.0,[]
33,3-2-2020 23:58:0,1580774280.0,0.05691493452,1,33.0,03-02-2020 17:00:00,9292.24,0.0,1580749200.0,0.0,[]
34,4-2-2020 23:58:0,1580860680.0,0.0557592202,0,34.0,04-02-2020 17:00:00,9197.02,0.0,1580835600.0,0.0,[]
35,5-2-2020 23:58:0,1580947080.0,0.05926921773,1,35.0,05-02-2020 17:00:00,9612.04,1.0,1580922000.0,0.0,[]
36,6-2-2020 23:58:0,1581033480.0,0.05980622934,1,36.0,06-02-2020 17:00:00,9772.0,1.0,1581008400.0,0.0,[]
37,7-2-2020 23:58:0,1581119880.0,0.05969252961,0,37.0,07-02-2020 17:00:00,9813.73,1.0,1581094800.0,0.0,[]
38,8-2-2020 23:58:0,1581206280.0,0.0600535379,1,38.0,08-02-2020 17:00:00,9895.05,1.0,1581181200.0,0.0,[]
39,9-2-2020 23:58:0,1581292680.0,0.06181069406,1,39.0,09-02-2020 17:00:00,10151.75,1.0,1581267600.0,0.0,[]
40,10-2-2020 23:58:0,1581379080.0,0.0601813666,0,40.0,10-02-2020 17:00:00,9851.83,0.0,1581354000.0,0.0,[]
41,11-2-2020 23:58:0,1581465480.0,0.06360142222,1,41.0,11-02-2020 17:00:00,10223.08,1.0,1581440400.0,0.0,[]
42,12-2-2020 23:58:0,1581551880.0,0.068277396,1,42.0,12-02-2020 17:00:00,10326.46,1.0,1581526800.0,0.0,[]
43,13-2-2020 23:58:0,1581638280.0,0.06865282476,1,43.0,13-02-2020 17:00:00,10229.63,0.0,1581613200.0,0.0,[]
44,14-2-2020 23:58:0,1581724680.0,0.07082871901,1,44.0,14-02-2020 17:00:00,10344.36,1.0,1581699600.0,0.0,[]
45,15-2-2020 23:58:0,1581811080.0,0.06413762402,0,45.0,15-02-2020 17:00:00,9904.72,0.0,1581786000.0,0.0,[]
46,16-2-2020 23:58:0,1581897480.0,0.06229402085,0,46.0,16-02-2020 17:00:00,9917.27,1.0,1581872400.0,0.0,[]
47,17-2-2020 23:58:0,1581983880.0,0.06012845286,0,47.0,17-02-2020 17:00:00,9706.0,0.0,1581958800.0,0.0,[]
48,18-2-2020 23:58:0,1582070280.0,0.06273546043,1,48.0,18-02-2020 17:00:00,10164.71,1.0,1582045200.0,0.0,[]
49,19-2-2020 23:58:0,1582156680.0,0.05736357864,0,49.0,19-02-2020 17:00:00,9593.79,0.0,1582131600.0,0.0,[]
50,20-2-2020 23:58:0,1582243080.0,0.05813679135,1,50.0,20-02-2020 17:00:00,9596.42,1.0,1582218000.0,0.0,[]
